,Unnamed: 0,model_name_source,model_name_target,match_type,mel_id,make_target,modality_target,confirmed,confidence
18,18,OPII,Outpatient II,llm,799801.0,Burton,Patient Care and Exam,False,0.7
19,19,burton,Burton Equipment,llm,791094.0,Burton,Optometry,False,0.6
20,20,burton medical,Burton Equipment,llm,791094.0,Burton,Optometry,False,0.6
21,21,Burton Medical,Burton Equipment,llm,791094.0,Burton,Optometry,False,0.6
22,22,11301,,no_match,,Burton,,False,0.0
23,23,100110,,no_match,,Burton,,False,0.0
24,24,152112,,no_match,,Burton,,False,0.0
25,25,960112,,no_match,,Burton,,False,0.0
26,26,GL30FL EXAM LIGHT,,no_match,,Burton,,False,0.0
27,27,WOODS,,no_match,,Burton,,False,0.0
28,28,REFLECTOR,,no_match,,Burton,,False,0.0
29,29,UV LAMP,,no_match,,Burton,,False,0.0
30,30,Outpaitent Plus,,no_match,,Burton,,False,0.0
31,31,A50FL,,no_match,,Burton,,False,0.0
32,32,_,,no_match,,Burton,,False,0.0
33,33,SuperNova,,no_match,,Burton,,False,0.0
34,34,SUPERNOVA,,no_match,,Burton,,False,0.0
35,35,13400,,no_match,,Burton,,False,0.0
36,36,BRIGHT SPOT,,no_match,,Burton,,False,0.0
37,37,11204,,no_match,,Burton,,False,0.0
38,38,Exam Light 4500,,no_match,,Burton,,False,0.0
39,39,Burton 11202,,no_match,,Burton,,False,0.0
40,40,16101,,no_match,,Burton,,False,0.0
41,41,AIM-50,,no_match,,Burton,,False,0.0
42,42,WakeMed Unknown Model,,no_match,,Burton,,False,0.0
43,43,UV604,,no_match,,Burton,,False,0.0
0,0,EDP 20/A,edp20a,skip_special_chars,,Biotronik,,False,
1,1,Programmer EPR 1000,,no_match,,Biotronik,,False,0.0
2,2,RENAMIC,,no_match,,Biotronik,,False,0.0
3,3,Renamic,,no_match,,Biotronik,,False,0.0
4,4,EPR 1000+,,no_match,,Biotronik,,False,0.0
5,5,ICS 3000,,no_match,,Biotronik,,False,0.0
6,6,Renamic Neo,,no_match,,Biotronik,,False,0.0
0,0,BIO-TEK Absorbance Microplate Reader ELx800,ELx800,llm,8127.0,Bio-Tek,Molecular,False,0.9
1,1,MICROPLATE,Microplate Washer,llm,732847.0,Bio-Tek,Sterilization,False,0.5
2,2,Infusion Pump Analyzer IDA-1,,no_match,,Bio-Tek,,False,0.0
3,3,ELP-40,,no_match,,Bio-Tek,,False,0.0
4,4,DPM III,,no_match,,Bio-Tek,,False,0.0
5,5,VT-2,,no_match,,Bio-Tek,,False,0.0
6,6,VT-2A,,no_match,,Bio-Tek,,False,0.0
7,7,BIO-TEK Defibrillator Analyzer QED-6,,no_match,,Bio-Tek,,False,0.0
8,8,Bio-Tek Digital Ultrasound Wattmeter UW-II,,no_match,,Bio-Tek,,False,0.0
9,9,RF 301 B,,no_match,,Bio-Tek,,False,0.0
10,10,DPM-3,,no_match,,Bio-Tek,,False,0.0
11,11,DPM-2,,no_match,,Bio-Tek,,False,0.0
12,12,DPM-I,,no_match,,Bio-Tek,,False,0.0
13,13,PMA-1,,no_match,,Bio-Tek,,False,0.0
14,14,UW II,,no_match,,Bio-Tek,,False,0.0
15,15,IDA-1,,no_match,,Bio-Tek,,False,0.0
16,16,UNIVERSAL PRESSURE,,no_match,,Bio-Tek,,False,0.0
17,17,RF302,,no_match,,Bio-Tek,,False,0.0
0,0,VSS720,,no_match,,Boehringer Laboratories,,False,0.0
1,1,3800 Series Suction Regulator 3804,,no_match,,Boehringer Laboratories,,False,0.0
2,2,3700 Series Suction Regulator 3706,,no_match,,Boehringer Laboratories,,False,0.0
3,3,3700 Series Suction Regulator 3710,,no_match,,Boehringer Laboratories,,False,0.0
4,4,3700 Series Suction Regulator 3704,,no_match,,Boehringer Laboratories,,False,0.0
5,5,3700 Series Suction Regulator 3714,,no_match,,Boehringer Laboratories,,False,0.0
6,6,3700 Series Suction Regulator 3700,,no_match,,Boehringer Laboratories,,False,0.0
7,7,3800 Series Suction Regulator 3800,,no_match,,Boehringer Laboratories,,False,0.0
8,8,3800 Series Suction Regulator 3844,,no_match,,Boehringer Laboratories,,False,0.0
9,9,3931 VAVD VACUUM ASSISTED VENOUS DRAINAGE CONTROLLER,,no_match,,Boehringer Laboratories,,False,0.0
10,10,"3814 Regulators, Suction",,no_match,,Boehringer Laboratories,,False,0.0
0,0,SphygmoCor Electronics Module EM3,,no_match,,AtCor Medical,,False,0.0
0,0,Aution Max AX-4280,AX-4280,llm,762194.0,ARKRAY,General Laboratory,False,0.9
1,1,AUTION MAX,AX-4280,llm,762194.0,ARKRAY,General Laboratory,False,0.7
2,2,Aution Max,AX-4280,llm,762194.0,ARKRAY,General Laboratory,False,0.7
3,3,AUTION ELEVEN,,no_match,,ARKRAY,,False,0.0
4,4,AX-4030,,no_match,,ARKRAY,,False,0.0
5,5,Aution Eleven,,no_match,,ARKRAY,,False,0.0
0,0,VIROVAC,ViroVac,exact,760603.0,Buffalo Filter,Safety & Security,True,
1,1,Viro Vac,virovac,skip_special_chars,,Buffalo Filter,,False,
2,2,PSWTURBO Whisper,PlumeSafe Whisper TURBO,llm,13621.0,Buffalo Filter,Safety & Security,False,0.9
3,3,Porta PlumeSafe PPS604,Porta Plumesafe 604,llm,791408.0,Buffalo Filter,,False,0.95
4,4,Whisper Turbo,PlumeSafe Whisper TURBO,llm,13621.0,Buffalo Filter,Safety & Security,False,0.85
5,5,PSWTURBO AS,PlumeSafe TURBO Auto-Sense,llm,13619.0,Buffalo Filter,Safety & Security,False,0.8
6,6,PLUMESAFE TURBO AUTO,PlumeSafe TURBO Auto-Sense,llm,13619.0,Buffalo Filter,Safety & Security,False,0.9
7,7,VisiClear,,no_match,,Buffalo Filter,,False,0.0
8,8,StrykeVac,,no_match,,Buffalo Filter,,False,0.0
0,0,Actalyke Blood Coagulation Analyzer A1P,,no_match,,Array,,False,0.0
1,1,FIBRILLATOR,,no_match,,Array,,False,0.0
0,0,AirBorne Transport Incubator 20L,,no_match,,Airborne Life Support Systems,,False,0.0
1,1,20H,,no_match,,Airborne Life Support Systems,,False,0.0
2,2,Airborne,,no_match,,Airborne Life Support Systems,,False,0.0
0,0,ProSound Alpha 10,prosoundalpha10,skip_special_chars,,Aloka,,False,
1,1,ProSound Alpha 5,ProSound Alpha 5,exact,744991.0,Aloka,Ultrasound,True,
2,2,PROSOUND F75,ProSound F75,exact,760223.0,Aloka,Ultrasound,True,
3,3,PROSOUND ALPHA 5,ProSound Alpha 5,exact,744991.0,Aloka,Ultrasound,True,
4,4,PROSOUND ALPHA 7,ProSound Alpha 7,exact,746915.0,Aloka,Ultrasound,True,
5,5,Prosound F75,ProSound F75,exact,760223.0,Aloka,Ultrasound,True,
6,6,ProSound Alpha 6,ProSound Alpha 6,exact,755462.0,Aloka,Ultrasound,True,
7,7,ProSound Ultrasound System SSD-5000,ProSound SSD-5000,llm,4692.0,Aloka,Ultrasound,False,0.95
8,8,SSD 5500,ProSound SSD-5500,llm,4689.0,Aloka,Ultrasound,False,0.9
9,9,SSD-1700,SSD-1700 DynaView,llm,4680.0,Aloka,Ultrasound,False,0.85
10,10,SSD-ALPHA10,ProSound Alpha 10,llm,,Aloka,,False,0.9
11,11,Alpha 7,ProSound Alpha 7,llm,746915.0,Aloka,Ultrasound,False,0.9
12,12,ARIETTA 70,,no_match,,Aloka,,False,0.0
13,13,UST-5536-R,,no_match,,Aloka,,False,0.0
14,14,UCT140-AL5,,no_match,,Aloka,,False,0.0
15,15,UST-9104-5,,no_match,,Aloka,,False,0.0
16,16,UC160F-UL8,,no_match,,Aloka,,False,0.0
17,17,UST-5268P-5,,no_match,,Aloka,,False,0.0
18,18,Arietta 850,,no_match,,Aloka,,False,0.0
19,19,UST-9112-5,,no_match,,Aloka,,False,0.0
20,20,UST-979-3.5,,no_match,,Aloka,,False,0.0
0,0,FILMARRAY,FilmArray,exact,757628.0,BioFire,Molecular,True,
1,1,FILM ARRAY TORCH,filmarraytorch,skip_special_chars,,BioFire,,False,
2,2,Film Array Torch,filmarraytorch,skip_special_chars,,BioFire,,False,
3,3,FilmArray Torch,FilmArray Torch,exact,794733.0,BioFire,Molecular,True,
4,4,FilmArray,FilmArray,exact,757628.0,BioFire,Molecular,True,
5,5,BioFire FilmArray 2.0 System,FilmArray 2.0,llm,794911.0,BioFire,Molecular,False,0.95
6,6,BioFire FilmArray 2.0,FilmArray 2.0,llm,794911.0,BioFire,Molecular,False,0.98
7,7,HTFA-SUB-0103,,no_match,,BioFire,,False,0.0
0,0,AD-1000,AD-1000,exact,12420.0,Armstrong Medical,Patient Monitoring Systems,True,
1,1,AD-1000PORTABLE PULSE OXIMETER,AD-1000,llm,12420.0,Armstrong Medical,Patient Monitoring Systems,False,0.9
2,2,Medical Cart,Cart,llm,764952.0,Armstrong Medical,General Biomedical,False,0.8
3,3,S-Scort 4,S-SCORT 40014,llm,767939.0,Armstrong Medical,Respiratory,False,0.7
4,4,40014,S-SCORT 40014,llm,767939.0,Armstrong Medical,Respiratory,False,0.9
5,5,S-SCOR Duet Suction 2014,,no_match,,Armstrong Medical,,False,0.0
6,6,9442,,no_match,,Armstrong Medical,,False,0.0
7,7,APB 6,,no_match,,Armstrong Medical,,False,0.0
8,8,2200,,no_match,,Armstrong Medical,,False,0.0
9,9,Patient Simulator,,no_match,,Armstrong Medical,,False,0.0
10,10,2500,,no_match,,Armstrong Medical,,False,0.0
11,11,VACUUM PUMP,,no_match,,Armstrong Medical,,False,0.0
12,12,Suction Irrigators,,no_match,,Armstrong Medical,,False,0.0
13,13,SSCOR,,no_match,,Armstrong Medical,,False,0.0
14,14,AA 700,,no_match,,Armstrong Medical,,False,0.0
15,15,AA-750,,no_match,,Armstrong Medical,,False,0.0
16,16,2314,,no_match,,Armstrong Medical,,False,0.0
0,0,PROFLEX,ProFlex Base,llm,799822.0,Applied Biosystems,Molecular,False,0.9
1,1,GeneAmp PCR System 9700,,no_match,,Applied Biosystems,,False,0.0
2,2,7500 FAST SYSTEM,,no_match,,Applied Biosystems,,False,0.0
3,3,VERITI,,no_match,,Applied Biosystems,,False,0.0
4,4,4690 Precision Temp,,no_match,,Applied Biosystems,,False,0.0
5,5,QuantStudio 6 Flex,,no_match,,Applied Biosystems,,False,0.0
6,6,96 Well Thermo Cycle,,no_match,,Applied Biosystems,,False,0.0
7,7,QuantStudio 6 Pro,,no_match,,Applied Biosystems,,False,0.0
8,8,N8050200,,no_match,,Applied Biosystems,,False,0.0
0,0,ATRIA 3000,Atria 3000,exact,3408.0,Burdick,Patient Monitoring Systems,True,
1,1,ECLIPSE 850,Eclipse 850,exact,738217.0,Burdick,Patient Monitoring Systems,True,
2,2,VISION 5L,Vision 5L,exact,12160.0,Burdick,General Biomedical,True,
3,3,CardioVive AT,CardioVive AT,exact,10049.0,Burdick,Defibrillators,True,
4,4,Atria 3100,Atria 3100,exact,11765.0,Burdick,Patient Monitoring Systems,True,
5,5,CARDIO VIVE AT,cardioviveat,skip_special_chars,,Burdick,,False,
6,6,Atria 3000,Atria 3000,exact,3408.0,Burdick,Patient Monitoring Systems,True,
7,7,Atria 6100,Atria 6100,exact,11766.0,Burdick,Patient Monitoring Systems,True,
8,8,Quest,Quest,exact,12280.0,Burdick,Patient Monitoring Systems,True,
9,9,8300,8300,exact,753649.0,Burdick,General Biomedical,True,
10,10,E350I,E350I,exact,3410.0,Burdick,Patient Monitoring Systems,True,
11,11,Eclipse LE II,Eclipse LE II,exact,3411.0,Burdick,Patient Monitoring Systems,True,
12,12,Burdick Medic Defibrillator 6,Medic 6,llm,10051.0,Burdick,Defibrillators,False,0.9
13,13,ATRIA 8300,8300,llm,753649.0,Burdick,General Biomedical,False,0.7
14,14,8500,E8500,llm,759309.0,Burdick,Patient Monitoring Systems,False,0.8
15,15,Visoin 5L,Vision 5L,llm,12160.0,Burdick,General Biomedical,False,0.9
16,16,800,Eclipse 800,llm,3407.0,Burdick,Patient Monitoring Systems,False,0.8
17,17,ECLIPSE SE,,no_match,,Burdick,,False,0.0
18,18,Burdick Spirometer Presto Flash,,no_match,,Burdick,,False,0.0
19,19,100,,no_match,,Burdick,,False,0.0
20,20,_,,no_match,,Burdick,,False,0.0
21,21,E310 EKG,,no_match,,Burdick,,False,0.0
22,22,TM65,,no_match,,Burdick,,False,0.0
23,23,Heart Stride,,no_match,,Burdick,,False,0.0
24,24,MEDIC 5,,no_match,,Burdick,,False,0.0
25,25,92400,,no_match,,Burdick,,False,0.0
26,26,ELI 280,,no_match,,Burdick,,False,0.0
27,27,Medic-5,,no_match,,Burdick,,False,0.0
0,0,EZ Pump,EZ Pump,exact,796613.0,Byron Medical,Infusion Pumps,True,
1,1,Lysonix 3000,Lysonix 3000,exact,801244.0,Byron Medical,Surgery,True,
2,2,Byron Lysonix 3000,Lysonix 3000,llm,801244.0,Byron Medical,Surgery,False,0.9
3,3,PSI-TEC III,Smart Lipo PT-ASP III,llm,768164.0,Byron Medical,Respiratory,False,0.7
4,4,PSI-Tech III,Smart Lipo PT-ASP III,llm,768164.0,Byron Medical,Respiratory,False,0.7
5,5,PSI Tech III,Smart Lipo PT-ASP III,llm,768164.0,Byron Medical,Respiratory,False,0.7
6,6,Easy Pump,EZ Pump,llm,796613.0,Byron Medical,Infusion Pumps,False,0.95
7,7,Byron PSI-TEC III Aspirator,,no_match,,Byron Medical,,False,0.0
8,8,PT-PLT-II-110,,no_match,,Byron Medical,,False,0.0
9,9,BB3000,,no_match,,Byron Medical,,False,0.0
10,10,Randolph Econ IIII,,no_match,,Byron Medical,,False,0.0
11,11,EGP-100,,no_match,,Byron Medical,,False,0.0
12,12,PSI TEC II,,no_match,,Byron Medical,,False,0.0
0,0,Uterine Aspirator Lipo Suction Pump SV-10,Synevac 10,llm,8846.0,Berkeley Medevices,Respiratory,False,0.85
0,0,AUDX PRO,AuDX Pro,exact,765575.0,Bio-Logic Systems,,True,
1,1,NAVIGATOR PRO,Navigator Pro,exact,12040.0,Bio-Logic Systems,General Biomedical,True,
2,2,CEEGRAPH VISION,Ceegraph Vision,exact,11975.0,Bio-Logic Systems,Patient Monitoring Systems,True,
3,3,1168,,no_match,,Bio-Logic Systems,,False,0.0
4,4,Abaer,,no_match,,Bio-Logic Systems,,False,0.0
5,5,TRAVELER EXPRESS,,no_match,,Bio-Logic Systems,,False,0.0
6,6,C1,,no_match,,Bio-Logic Systems,,False,0.0
7,7,C4,,no_match,,Bio-Logic Systems,,False,0.0
8,8,CEE Graph IV,,no_match,,Bio-Logic Systems,,False,0.0
9,9,R1,,no_match,,Bio-Logic Systems,,False,0.0
10,10,C3,,no_match,,Bio-Logic Systems,,False,0.0
0,0,37EL Luminometer,,no_match,,3M,,False,0.0
0,0,HemoFlow Portable Scale and Mixer 400 Basic,,no_match,,Applied Test Systems,,False,0.0
1,1,Hemoflow Blood Draw Monitor 300,,no_match,,Applied Test Systems,,False,0.0
0,0,WD250,WD250,exact,14793.0,BeliMed,Sterilization,True,
1,1,CS721,cs721,skip_special_chars,,BeliMed,,False,
2,2,WD290,WD290,exact,14794.0,BeliMed,Sterilization,True,
3,3,UW565,UW565,exact,789544.0,BeliMed,Sterilization,True,
4,4,WD 250,wd250,skip_special_chars,,BeliMed,,False,
5,5,MST-V,MST-V,exact,739193.0,BeliMed,Sterilization,True,
6,6,MST-V 6012 VS1,MST-V 609,llm,761271.0,BeliMed,Sterilization,False,0.7
7,7,MST-V 559 VS1,MST-V559V51,llm,793699.0,BeliMed,Sterilization,False,0.9
8,8,CS750,CS 750L,llm,763896.0,BeliMed,Sterilization,False,0.8
9,9,MST-H 9-6-9,MST-H,llm,746605.0,BeliMed,Sterilization,False,0.6
10,10,750M,WD 750,llm,761272.0,BeliMed,Sterilization,False,0.6
11,11,CA-9-6-18HS1,HS1,llm,13861.0,BeliMed,Sterilization,False,0.5
12,12,290NXG,WD290,llm,14794.0,BeliMed,Sterilization,False,0.7
13,13,CS-750,CS 750L,llm,763896.0,BeliMed,Sterilization,False,0.9
14,14,UW565Plus,UW565,llm,789544.0,BeliMed,Sterilization,False,0.8
15,15,Dental Nitrous Oxide N2O Flowmeter 5000,,no_match,,BeliMed,,False,0.0
16,16,_,,no_match,,BeliMed,,False,0.0
17,17,Power Gate Return,,no_match,,BeliMed,,False,0.0
18,18,SHUTTLE,,no_match,,BeliMed,,False,0.0
19,19,WakeMed Unknown Model,,no_match,,BeliMed,,False,0.0
20,20,Dosetech Belimed,,no_match,,BeliMed,,False,0.0
21,21,Thermasure,,no_match,,BeliMed,,False,0.0
0,0,TV-100,TV-100,exact,793671.0,Bio-Med Devices,Respiratory,True,
1,1,IC-2A,IC-2A,exact,14624.0,Bio-Med Devices,Respiratory,True,
2,2,MVP-10,MVP-10,exact,14625.0,Bio-Med Devices,Respiratory,True,
3,3,2003GE AIR/OXYGEN BLENDER,2003 Low Flow,llm,736401.0,Bio-Med Devices,General Biomedical,False,0.7
4,4,CROSSVENT 2,CV-2,llm,14620.0,Bio-Med Devices,Respiratory,False,0.9
5,5,Crossvent 3,CV-3,llm,14622.0,Bio-Med Devices,Respiratory,False,0.9
6,6,Low Flow GE,2003 Low Flow,llm,736401.0,Bio-Med Devices,General Biomedical,False,0.6
7,7,Low Flow,2003 Low Flow,llm,736401.0,Bio-Med Devices,General Biomedical,False,0.8
8,8,CROSSVENT 3,CV-3,llm,14622.0,Bio-Med Devices,Respiratory,False,0.9
9,9,Crossvent 2i+,CV-2i,llm,14621.0,Bio-Med Devices,Respiratory,False,0.85
10,10,CROSSVENT 4,CV-4,llm,14623.0,Bio-Med Devices,Respiratory,False,0.9
11,11,PS-2220 ECG SIMULATOR,,no_match,,Bio-Med Devices,,False,0.0
12,12,SA-2010 SAFETY ANALYZER ECG SIMULATION,,no_match,,Bio-Med Devices,,False,0.0
13,13,2004,,no_match,,Bio-Med Devices,,False,0.0
14,14,3800,,no_match,,Bio-Med Devices,,False,0.0
15,15,NEO-2 BLEND,,no_match,,Bio-Med Devices,,False,0.0
16,16,2004F7015,,no_match,,Bio-Med Devices,,False,0.0
17,17,2001,,no_match,,Bio-Med Devices,,False,0.0
18,18,MaxAir CAPR,,no_match,,Bio-Med Devices,,False,0.0
19,19,MAXAIR,,no_match,,Bio-Med Devices,,False,0.0
20,20,_,,no_match,,Bio-Med Devices,,False,0.0
21,21,High/Low Flow,,no_match,,Bio-Med Devices,,False,0.0
22,22,MRI,,no_match,,Bio-Med Devices,,False,0.0
23,23,Hi Flow,,no_match,,Bio-Med Devices,,False,0.0
24,24,Max Air,,no_match,,Bio-Med Devices,,False,0.0
25,25,Biotronik,,no_match,,Bio-Med Devices,,False,0.0
26,26,MaxAir,,no_match,,Bio-Med Devices,,False,0.0
27,27,2200I,,no_match,,Bio-Med Devices,,False,0.0
28,28,2001R,,no_match,,Bio-Med Devices,,False,0.0
29,29,SPECIAL,,no_match,,Bio-Med Devices,,False,0.0
30,30,M-1,,no_match,,Bio-Med Devices,,False,0.0
31,31,2001M,,no_match,,Bio-Med Devices,,False,0.0
0,0,MGIT 960,MGIT 960,exact,654.0,Becton Dickinson,General Laboratory,True,
1,1,BACTEC 9240,Bactec 9240,exact,8065.0,Becton Dickinson,General Laboratory,True,
2,2,FACSCALIBUR,FACSCalibur,exact,2696.0,Becton Dickinson,Hematology,True,
3,3,Bactec FX40,Bactec FX40,exact,763230.0,Becton Dickinson,General Laboratory,True,
4,4,BACTEC 9050,Bactec 9050,exact,8063.0,Becton Dickinson,General Laboratory,True,
5,5,BACTEC FX,Bactec FX,exact,764346.0,Becton Dickinson,General Laboratory,True,
6,6,VERITOR PLUS,Veritor Plus,exact,795060.0,Becton Dickinson,General Laboratory,True,
7,7,420630,420630,exact,766651.0,Becton Dickinson,General Laboratory,True,
8,8,Bactec MGIT 960,Bactec MGIT 960,exact,8066.0,Becton Dickinson,General Laboratory,True,
9,9,Veritor Plus,Veritor Plus,exact,795060.0,Becton Dickinson,General Laboratory,True,
10,10,Bactec fx,Bactec FX,exact,764346.0,Becton Dickinson,General Laboratory,True,
11,11,BACTEC FX TOP,Bactec FX Top,exact,749722.0,Becton Dickinson,General Laboratory,True,
12,12,BACTEC FX BOTTOM,Bactec FX Bottom,exact,796508.0,Becton Dickinson,General Laboratory,True,
13,13,FACS Canto II,facscantoii,skip_special_chars,,Becton Dickinson,,False,
14,14,MHCT II,MHCT II,exact,9588.0,Becton Dickinson,General Laboratory,True,
15,15,COMPACT II,Compact II,exact,1020.0,Becton Dickinson,General Laboratory,True,
16,16,DYNAC II,Dynac II,exact,756414.0,Becton Dickinson,General Laboratory,True,
17,17,SERO-FUGE II,SERO-FUGE II,exact,741779.0,Becton Dickinson,General Laboratory,True,
18,18,DYNAC,Dynac,exact,1021.0,Becton Dickinson,General Laboratory,True,
19,19,Sero-Fuge 2002,SERO-FUGE 2002,exact,1022.0,Becton Dickinson,General Laboratory,True,
20,20,5384,5384,exact,752346.0,Becton Dickinson,Diagnostic Imaging,True,
21,21,MGIT960,mgit960,skip_special_chars,,Becton Dickinson,,False,
22,22,MicroProbe Processor 250100,MicroProbe,llm,738397.0,Becton Dickinson,General Laboratory,False,0.7
23,23,SEROFUGE,SERO-FUGE II,llm,741779.0,Becton Dickinson,General Laboratory,False,0.8
24,24,Sero-Fuge,SERO-FUGE II,llm,741779.0,Becton Dickinson,General Laboratory,False,0.9
25,25,BD Alaris PCU,Alaris PC,llm,800008.0,Becton Dickinson,Infusion Pumps,False,0.9
26,26,Bactec,Bactec 9000,llm,653.0,Becton Dickinson,General Laboratory,False,0.6
27,27,BD VERITOR PLUS,Veritor Plus,llm,795060.0,Becton Dickinson,General Laboratory,False,0.95
28,28,BACTEC B9000MB,Bactec 9000,llm,653.0,Becton Dickinson,General Laboratory,False,0.8
29,29,BD MAX System,BD Max,llm,766888.0,Becton Dickinson,General Laboratory,False,0.9
30,30,211877,,no_match,,Becton Dickinson,,False,0.0
31,31,C1301-CEP,,no_match,,Becton Dickinson,,False,0.0
32,32,4450026,,no_match,,Becton Dickinson,,False,0.0
33,33,108004-001,,no_match,,Becton Dickinson,,False,0.0
34,34,60633,,no_match,,Becton Dickinson,,False,0.0
35,35,MARSTERS,,no_match,,Becton Dickinson,,False,0.0
36,36,Artic Sun,,no_match,,Becton Dickinson,,False,0.0
37,37,_,,no_match,,Becton Dickinson,,False,0.0
38,38,MACRO-VUE,,no_match,,Becton Dickinson,,False,0.0
39,39,Macro-Vue Card Test,,no_match,,Becton Dickinson,,False,0.0
40,40,LVP,,no_match,,Becton Dickinson,,False,0.0
41,41,CENTRIFUGE,,no_match,,Becton Dickinson,,False,0.0
42,42,Pyxis Tm IV Prep,,no_match,,Becton Dickinson,,False,0.0
43,43,INFUSION PUMP,,no_match,,Becton Dickinson,,False,0.0
44,44,CT-2900,,no_match,,Becton Dickinson,,False,0.0
45,45,C1415,,no_match,,Becton Dickinson,,False,0.0
46,46,8103,,no_match,,Becton Dickinson,,False,0.0
47,47,60416,,no_match,,Becton Dickinson,,False,0.0
48,48,60415 (E. YOUNG),,no_match,,Becton Dickinson,,False,0.0
49,49,ALPHASCAN 411,,no_match,,Becton Dickinson,,False,0.0
50,50,108,,no_match,,Becton Dickinson,,False,0.0
51,51,60419,,no_match,,Becton Dickinson,,False,0.0
52,52,360,,no_match,,Becton Dickinson,,False,0.0
53,53,103,,no_match,,Becton Dickinson,,False,0.0
54,54,541,,no_match,,Becton Dickinson,,False,0.0
55,55,Clip Vac,,no_match,,Becton Dickinson,,False,0.0
56,56,5380,,no_match,,Becton Dickinson,,False,0.0
57,57,ESU-1,,no_match,,Becton Dickinson,,False,0.0
58,58,Unknown,,no_match,,Becton Dickinson,,False,0.0
59,59,60415,,no_match,,Becton Dickinson,,False,0.0
60,60,420101,,no_match,,Becton Dickinson,,False,0.0
61,61,A-2340,,no_match,,Becton Dickinson,,False,0.0
62,62,177,,no_match,,Becton Dickinson,,False,0.0
63,63,5386,,no_match,,Becton Dickinson,,False,0.0
64,64,Unknown      ?1,,no_match,,Becton Dickinson,,False,0.0
65,65,KM400A,,no_match,,Becton Dickinson,,False,0.0
66,66,151,,no_match,,Becton Dickinson,,False,0.0
67,67,MASTERS,,no_match,,Becton Dickinson,,False,0.0
68,68,1171,,no_match,,Becton Dickinson,,False,0.0
69,69,FIBROMETER,,no_match,,Becton Dickinson,,False,0.0
0,0,EasyStand Glider 6000,,no_match,,Altimate Medical,,False,0.0
1,1,P2000 Classic,,no_match,,Altimate Medical,,False,0.0
0,0,Primus RS PR30,,no_match,,Baltimore Therapeutic,,False,0.0
0,0,FCB 95,FCB 95,exact,3008.0,ACMI,Endoscopy,True,
1,1,ALU-1B,ALU-1B,exact,11007.0,ACMI,Endoscopy,True,
2,2,TURBOFLOW,TurboFlow 8000,llm,10862.0,ACMI,Surgery,False,0.8
3,3,BERKLEY VC-2,,no_match,,ACMI,,False,0.0
4,4,DOLPHIN II,,no_match,,ACMI,,False,0.0
5,5,M3-0A,,no_match,,ACMI,,False,0.0
6,6,GU-4150,,no_match,,ACMI,,False,0.0
7,7,6968,,no_match,,ACMI,,False,0.0
8,8,FCB 100,,no_match,,ACMI,,False,0.0
9,9,T-91S,,no_match,,ACMI,,False,0.0
10,10,B9750-1,,no_match,,ACMI,,False,0.0
11,11,Unknown,,no_match,,ACMI,,False,0.0
0,0,COBLATOR II,Coblator II,exact,752111.0,Arthrocare,Surgery,True,
1,1,Coblator II,Coblator II,exact,752111.0,Arthrocare,Surgery,True,
