company_name,asset_sys_id,mel_id,make_source,ps_make,modality_source,ps_modality,model_name_source,ps_model_name,model_number
CHRISTIANA,16322,790421.0,ARMEDICA MFG CORP,Armedica,"Tables, Examination/Treatment, Adjustable","Beds, Medical Furniture and Patient Transport",Treatment Table AM-300,AM-300,39068
CHRISTIANA,15868,790421.0,ARMEDICA MFG CORP,Armedica,"Tables, Examination/Treatment, Adjustable","Beds, Medical Furniture and Patient Transport",Treatment Table AM-300,AM-300,37493
CHRISTIANA,18747,790421.0,ARMEDICA MFG CORP,Armedica,"Tables, Examination/Treatment, Adjustable","Beds, Medical Furniture and Patient Transport",Treatment Table AM-300,AM-300,48096
CHRISTIANA,960BR0744,754092.0,BIO-RAD DIAGNOSTICA,"Bio-Rad Laboratories, Inc.",Electrophoresis Systems,Molecular,CHEF-DR Variable Angle System III,CHEF-DR III,22077
CHRISTIANA,DYQC5023,4869.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic, Vascular",Ultrasound,Site-Rite 5 Ultrasound System Scanner 9760036,Site-Rite V,38263
CHRISTIANA,11012177,792824.0,BIODEX MEDICAL SYSTEMS INC,Biodex,"Tables, Imaging, Ultrasound","Beds, Medical Furniture and Patient Transport",Ultra Pro Ultrasound Table 058-720,058-720,52801
CHRISTIANA,BI-0258,792824.0,BIODEX MEDICAL SYSTEMS INC,Biodex,"Tables, Imaging, Ultrasound","Beds, Medical Furniture and Patient Transport",Ultra Pro Ultrasound Table 058-720,058-720,52777
CHRISTIANA,611540,792824.0,BIODEX MEDICAL SYSTEMS INC,Biodex,"Tables, Imaging, Ultrasound","Beds, Medical Furniture and Patient Transport",Ultra Pro Ultrasound Table 058-720,058-720,52778
CHRISTIANA,17111062A,791589.0,ADVANCED INSTRUMENTS INC,Advanced Instruments,"Osmometers, Freezing Point",General Biomedical,Multi-Sample Micro-Osmometer OsmoPRO,OsmoPRO,65977
CHRISTIANA,DYBZAC542,769843.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic, Portable",Ultrasound,Site Rite 8,Site-Rite VIII,66498
CHRISTIANA,DYCTAC581,769843.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic, Portable",Ultrasound,Site Rite 8,Site-Rite VIII,67885
CHRISTIANA,DYAVAC065,769843.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic",Ultrasound,Site Rite 8,Site-Rite VIII,64039
CHRISTIANA,DYCTAC584,769843.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic",Ultrasound,Site Rite 8,Site-Rite VIII,67886
CHRISTIANA,140488,8127.0,BIO-TEK INSTRUMENTS INC,Bio-Tek,"Analyzers, Laboratory, Immunoassay, Photometric, ELISA",Molecular,BIO-TEK Absorbance Microplate Reader ELx800,ELx800,41731
CHRISTIANA,13032820,794582.0,BIOTEK INC,BioTek,"Analyzers, Laboratory, Immunoassay, Photometric, ELISA",Molecular,BIO-TEK Absorbance Microplate Reader ELx800,ELX800,68085
CHRISTIANA,15042918,794582.0,BIOTEK INC,BioTek,"Analyzers, Laboratory, Immunoassay, Photometric, ELISA",Molecular,BIO-TEK Absorbance Microplate Reader ELx800,ELX800,68084
CHRISTIANA,7.21831E+11,768837.0,ARTHREX INC,Arthrex,"Monitors, Video",Surgery,Synergy UHD4  MONITOR - MDSC8232,Synergy UHD4,68334
CHRISTIANA,12337702,789538.0,ALARIS MEDICAL SYSTEMS INC SUB CARDINAL HEALTH INC,Alaris Medical Systems,"Infusion Pumps, Analgesic, Patient-Controlled",Infusion Pumps,8120 ALARIS PUMP,8120,T0098
CHRISTIANA,5365180,799478.0,BAXTER HEALTHCARE CORP SYSTEMS DIV,Baxter,"Regulators, High-Pressure Gas, Spray Delivery",,Duplospray MIS Tisseel,DuploSpray MIS,5365180
CHRISTIANA,186,802459.0,BIO-RAD DIAGNOSTICA,"Bio-Rad Laboratories, Inc.","Image Processors, Gel Quantifying",Molecular,Gel Doc 1000,Gel Doc 1000,24333
CHRISTIANA,410205072,753652.0,Bioness,Bioness,"Stimulators, Electrical, Neuromuscular, Muscle Strengthening",General Biomedical,NESS H200,H200,49188
CHRISTIANA,MC-0279,798312.0,BOSTON SCIENTIFIC - ENDOSURGERY GROUP,Boston Scientific,Controllers,,FG-0612 Symphion,Symphion,68191
CHRISTIANA,MC-0196,798312.0,BOSTON SCIENTIFIC - ENDOSURGERY GROUP,Boston Scientific,Controllers,,FG-0612 Symphion,Symphion,T0067
CHRISTIANA,MC-0057,798312.0,BOSTON SCIENTIFIC - ENDOSURGERY GROUP,Boston Scientific,Controllers,,FG-0612 Symphion,Symphion,66088
CHRISTIANA,MC-0226,798312.0,BOSTON SCIENTIFIC - ENDOSURGERY GROUP,Boston Scientific,Controllers,,FG-0612 Symphion,Symphion,T-0074
CHRISTIANA,MC-0180,798312.0,BOSTON SCIENTIFIC - ENDOSURGERY GROUP,Boston Scientific,Controllers,,FG-0612 Symphion,Symphion,T0068
CHRISTIANA,40504059,762194.0,ARKRAY Inc,ARKRAY,"Analyzers, Laboratory, Urine, Automated",General Laboratory,Aution Max AX-4280,AX-4280,49736
CHRISTIANA,40609059,762194.0,ARKRAY Inc,ARKRAY,"Analyzers, Laboratory, Urine, Automated",General Laboratory,Aution Max AX-4280,AX-4280,66560
CHRISTIANA,50185,13621.0,BUFFALO FILTER DIV MEDTEK DEVICES INC,Buffalo Filter,"Smoke Evacuation Systems, Surgical",Safety & Security,PSWTURBO Whisper,PlumeSafe Whisper TURBO,28128
CHRISTIANA,IC5647,752853.0,ABIOMED INC,ABIOMED,"Circulatory Assist Units, Cardiac, Ventricular",Surgery,Automated Impella Controller w/smartassist,Automated Impella Controller (AIC),66440
CHRISTIANA,IC3379,752853.0,ABIOMED INC,ABIOMED,"Circulatory Assist Units, Cardiac, Ventricular",Surgery,Automated Impella Controller w/smartassist,Automated Impella Controller (AIC),54819
CHRISTIANA,IC3378,752853.0,ABIOMED INC,ABIOMED,"Circulatory Assist Units, Cardiac, Ventricular",Surgery,Automated Impella Controller w/smartassist,Automated Impella Controller (AIC),54818
CHRISTIANA,GENO382,757009.0,BOSTON SCIENTIFIC CORP,Boston Scientific,"Hydrothermal Ablation Systems, Endometrial",Surgery,Genesys HTA System,Genesys HTA,47835
CHRISTIANA,GEN0827,757009.0,BOSTON SCIENTIFIC CORP,Boston Scientific,"Hydrothermal Ablation Systems, Endometrial",Surgery,Genesys HTA System,Genesys HTA,41773
CHRISTIANA,ALT18F009,761584.0,BECKMAN INSTRUMENTS INC,Beckman Coulter,Centrifuges,General Laboratory,ALLEGRA X-30,Allegra X-30,68174
CHRISTIANA,ALT18F003,761584.0,BECKMAN INSTRUMENTS INC,Beckman Coulter,"Centrifuges, Tabletop",General Laboratory,Allegra X-30,Allegra X-30,67644
CHRISTIANA,MG1086,654.0,BECTON DICKINSON DIAGNOSTIC INSTRUMENT SYSTEMS DIV BECTON DICKINSON AN,Becton Dickinson,"Incubators, Incubators, Laboratory, Aerobic",General Laboratory,MGIT 960,MGIT 960,34785
CHRISTIANA,MG4456,654.0,BECTON DICKINSON DIAGNOSTIC INSTRUMENT SYSTEMS DIV BECTON DICKINSON AN,Becton Dickinson,"Incubators, Incubators, Laboratory, Aerobic",General Laboratory,MGIT 960,MGIT 960,68079
CHRISTIANA,PC211701001,740283.0,Beckman Coulter Inc,Beckman Coulter,"Automation Systems, Laboratory",General Laboratory,Centrifuge #2,Centrifuge,66466
CHRISTIANA,DB6285,8065.0,BECTON DICKINSON MICROBIOLOGY SYSTEMS DIV BECTON DICKINSON A,Becton Dickinson,"Incubators, Incubators, Laboratory, Aerobic",General Laboratory,BACTEC 9240,Bactec 9240,39803
CHRISTIANA,DB2796,8065.0,BECTON DICKINSON MICROBIOLOGY SYSTEMS DIV BECTON DICKINSON A,Becton Dickinson,"Incubators, Incubators, Laboratory, Aerobic",General Laboratory,BACTEC 9240,Bactec 9240,26004
CHRISTIANA,DB5901,8065.0,BECTON DICKINSON MICROBIOLOGY SYSTEMS DIV BECTON DICKINSON A,Becton Dickinson,"Incubators, Incubators, Laboratory, Aerobic",General Laboratory,BACTEC 9240,Bactec 9240,35397
CHRISTIANA,DB5184,8065.0,BECTON DICKINSON MICROBIOLOGY SYSTEMS DIV BECTON DICKINSON A,Becton Dickinson,"Incubators, Incubators, Laboratory, Aerobic",General Laboratory,BACTEC 9240,Bactec 9240,35398
CHRISTIANA,AM15300397,792571.0,Ambu Inc,Ambu,"Monitors, Video, High-Definition, Medical Image, Endoscopic",Hardware,aView,aView,53171
CHRISTIANA,405002000,792571.0,Ambu Inc,Ambu,"Monitors, Video, High-Definition, Medical Image, Endoscopic",Hardware,aView,aView,64494
CHRISTIANA,959,798772.0,ARIZANT INC,Arizant Healthcare,BAIR HUGGER TEMPERATURE TEST UNIT,,90055,90055,60765
CHRISTIANA,GHY03C02,1016.0,BECKMAN INSTRUMENTS INC,Beckman Coulter,"Centrifuges, Tabletop, Low-Speed, Nonrefrigerated",General Laboratory,Spinchron DLX,Spinchron DLX,34585
CHRISTIANA,6112104,767114.0,Beckman Coulter Inc,Beckman Coulter,"Analyzers, Laboratory, Clinical Chemistry, Automated, Discrete",General Laboratory,AU5800,AU5800,67299
CHRISTIANA,2016102986,767114.0,Beckman Coulter Inc,Beckman Coulter,"Analyzers, Laboratory, Clinical Chemistry, Automated, Discrete",General Laboratory,AU5800,AU5800,67302
CHRISTIANA,N380390-1,8846.0,BERKELEY MEDEVICES INC,Berkeley Medevices,"Aspirators, Uterine",Respiratory,Uterine Aspirator Lipo Suction Pump SV-10,Synevac 10,48634
CHRISTIANA,N372772-9,8846.0,BERKELEY MEDEVICES INC,Berkeley Medevices,"Aspirators, Uterine",Respiratory,Uterine Aspirator Lipo Suction Pump SV-10,Synevac 10,48636
CHRISTIANA,711,751416.0,ALLIED HEALTHCARE PRODUCTS INC,Allied Healthcare,Aspirators,Respiratory,VACUTRON,Vacutron,48416
CHRISTIANA,PS201607010,756887.0,Beckman Coulter Inc,Beckman Coulter,"Automation Systems, Laboratory",,Stockyard,Stockyard 3000,66473
CHRISTIANA,28992,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,45505
CHRISTIANA,SN6816726,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,62008
CHRISTIANA,SN6816720,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,62013
CHRISTIANA,SN6816721,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,62009
CHRISTIANA,SN6816725,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,62011
CHRISTIANA,SN6816719,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,62006
CHRISTIANA,SN6816722,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,62010
CHRISTIANA,SN6816724,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,62012
CHRISTIANA,SN6816723,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,62014
CHRISTIANA,UV033993,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,45555
CHRISTIANA,uv033986,797166.0,BURTON CO,Burton,"Lights, Examination",Surgery,31603,31603,51634
CHRISTIANA,MC1682014-110-01,769445.0,Aseptico Inc,Aseptico,Dental Delivery Units,Dental,Mobile Dental System AMC-20,AMC-20,54436
CHRISTIANA,1409,750725.0,BOSTON SCIENTIFIC - ENDOSURGERY GROUP,Boston Scientific,"Pumps, Irrigation, Catheter",Endoscopy,SpyGlass Direct Visualization System Irr M00546140,SpyGlass,65152
CHRISTIANA,1.32906E+12,745027.0,BARNSTEAD/THERMOLYNE ABT DER MENZEL GMBH,Barnstead,Laboratory Shakers,General Laboratory,M16715,M16715,39410
CHRISTIANA,2.68001E+11,745027.0,BARNSTEAD/THERMOLYNE ABT DER MENZEL GMBH,Barnstead,Laboratory Shakers,General Laboratory,M16715,M16715,42167
CHRISTIANA,34772,791408.0,BUFFALO FILTER DIV MEDTEK DEVICES INC,Buffalo Filter,"Smoke Evacuation Systems, Surgical",,Porta PlumeSafe PPS604,Porta Plumesafe 604,42630
CHRISTIANA,933353,743652.0,AMERICAN OPTICAL CORP,American Optical,"Microscopes, Light, Laboratory",General Laboratory,AO One-Fifty Microscope 150,Microscope,15036
CHRISTIANA,7131339,792869.0,Benchmark Scientific Inc,Benchmark Scientific,"Incubators, Laboratory",General Laboratory,MyTemp Mini Digital Incubator H2200-H,H2200-HC,45593
CHRISTIANA,4740,763696.0,BUNNELL INC,Bunnell,"Ventilators, Intensive Care, Adult, High-Frequency",Respiratory,Life Pulse High Frequency Ventilator 312,312,61045
CHRISTIANA,4826,763696.0,BUNNELL INC,Bunnell,"Ventilators, Intensive Care, Adult, High-Frequency",Respiratory,Life Pulse High Frequency Ventilator 312,312,61676
CHRISTIANA,4825,763696.0,BUNNELL INC,Bunnell,"Ventilators, Intensive Care, Adult, High-Frequency",Respiratory,Life Pulse High Frequency Ventilator 312,312,61044
CHRISTIANA,M00776,4692.0,Aloka Co Ltd (USA),Aloka,"Scanning Systems, Ultrasonic, General-Purpose",Ultrasound,ProSound Ultrasound System SSD-5000,ProSound SSD-5000,30456
CHRISTIANA,626710,760124.0,ARTHREX INC,Arthrex,Arthroscopic Shaver Systems,Surgery,APS II Control Console AR-8300,APS II,48385
CHRISTIANA,626705,760124.0,ARTHREX INC,Arthrex,Arthroscopic Shaver Systems,Surgery,APS II Control Console AR-8300,APS II,48384
CHRISTIANA,626667,760124.0,ARTHREX INC,Arthrex,Arthroscopic Shaver Systems,Surgery,APS II Control Console AR-8300,APS II,48386
CHRISTIANA,626476,760124.0,ARTHREX INC,Arthrex,Arthroscopic Shaver Systems,Surgery,APS II Control Console AR-8300,APS II,49209
CHRISTIANA,626454,760124.0,ARTHREX INC,Arthrex,Arthroscopic Shaver Systems,Surgery,APS II Control Console AR-8300,APS II,49211
CHRISTIANA,79423,737015.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Patient, Forced-Air",General Biomedical,Arizant Bair Hugger 505,Bair Hugger 505,39515
CHRISTIANA,37451,737015.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Patient, Forced-Air",General Biomedical,Arizant Bair Hugger 505,Bair Hugger 505,27868
CHRISTIANA,23145,737015.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Patient, Forced-Air",General Biomedical,Arizant Bair Hugger 505,Bair Hugger 505,27902
CHRISTIANA,05H0109,753562.0,AMERICAN OPTICAL CORP,American Optical,"Refractors, Ophthalmic, Manual",Optometry,Ultramatic RX Master Phoroptor 11625,Ultramatic 11625B,47055
CHRISTIANA,05H0110,753562.0,AMERICAN OPTICAL CORP,American Optical,"Refractors, Ophthalmic, Manual",Optometry,Ultramatic RX Master Phoroptor 11625,Ultramatic 11625B,47059
CHRISTIANA,AM4361,753562.0,AMERICAN OPTICAL CORP,American Optical,"Refractors, Ophthalmic, Manual",Optometry,Ultramatic RX Master Phoroptor 11625,Ultramatic 11625B,45179
CHRISTIANA,NX2014MA,760714.0,ARTHREX INC,Arthrex,"Irrigation/Distention Systems, Arthroscopic",Infusion Pumps,Continuous Wave III Arthroscopy Pump AR-6475,AR-6475,42250
CHRISTIANA,150157,743684.0,BERCHTOLD CORP,Berchtold,"Lights, Surgical, Ceiling-Mounted",Surgery,C-450,Chromophare C 450,29433
CHRISTIANA,4155162,739137.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic, Vascular",Ultrasound,Site-Rite 6 Ultrasound System Scanner 9770066,Site-Rite VI,4155162
CHRISTIANA,AA2012015,755120.0,BOVIE MEDICAL CORP,Bovie Aaron Medical,"Electrosurgical Units, Monopolar/Bipolar",Surgery,Aaron Electrosurgical Generator 940,Aaron 940,49514
CHRISTIANA,101413009M,752294.0,BOSTON SCIENTIFIC - ENDOSURGERY GROUP,Boston Scientific,"Radiofrequency Therapy Systems, Tissue Ablation, Cardiac",Surgery,Maestro 3000,Maestro 3000,49571
CHRISTIANA,AV12110011,762033.0,AccuVein LLC,AccuVein,"Vein Finders, Infrared Light",Surgery,Vein Viewing System AV300,AV300,49731
CHRISTIANA,AV11166416,762033.0,AccuVein LLC,AccuVein,"Vein Finders, Infrared Light",Surgery,Vein Viewing System AV300,AV300,48356
CHRISTIANA,AV12110033,762033.0,AccuVein LLC,AccuVein,"Vein Finders, Infrared Light",Surgery,Vein Viewing System AV300,AV300,49732
CHRISTIANA,F-0142-2004,801244.0,BYRON MEDICAL,Byron Medical,"Aspirators, Surgical, Liposuction",Surgery,Byron Lysonix 3000,Lysonix 3000,36417
CHRISTIANA,CN10440002,2784.0,AGILENT TECHNOLOGIES INC,Agilent Technologies,"Reagents, Chromatography, Gas",Mass Spectrometers and Chromatographs,6890N,6890N,36610
CHRISTIANA,2016105138,757928.0,Beckman Coulter Inc,Beckman Coulter,"Analyzers, Laboratory, Clinical Chemistry, Automated, Discrete",General Laboratory,AU680,AU680,67300
CHRISTIANA,2017116251,757928.0,Beckman Coulter Inc,Beckman Coulter,"Analyzers, Laboratory, Clinical Chemistry, Automated, Discrete",General Laboratory,AU680,AU680,60888
CHRISTIANA,2017116250,757928.0,Beckman Coulter Inc,Beckman Coulter,"Analyzers, Laboratory, Clinical Chemistry, Automated, Discrete",General Laboratory,AU680,AU680,60887
CHRISTIANA,PV211607003,757928.0,Beckman Coulter Inc,Beckman Coulter,"Analyzers, Laboratory, Clinical Chemistry, Automated, Discrete",General Laboratory,AU680,AU680,67301
CHRISTIANA,180111274,748953.0,BOEKEL INDUSTRIES INC,Boekel Scientific,"Dryers, Labware",,Pipet Dryer 1372,1372,60890
CHRISTIANA,10101038213,4380.0,ADVANCED STERILIZATION PRODUCTS A JOHNSON & JOHNSON CO,Advanced Sterilization Products,"Sterilizing Units, Germicidal Gas, Hydrogen Peroxide",Sterilization,STERRAD 100S,STERRAD 100S,37932
CHRISTIANA,E5448,2696.0,BECTON DICKINSON MICROBIOLOGY SYSTEMS DIV BECTON DICKINSON A,Becton Dickinson,"Cytometers, Flow",Hematology,FACSCALIBUR,FACSCalibur,34609
CHRISTIANA,4619018,5461.0,BIODEX MEDICAL SYSTEMS INC,Biodex,Thyroid Uptake Systems,Nuclear Medicine,ATOMLAB 930,Atomlab 930,39041
CHRISTIANA,18080361,5461.0,BIODEX MEDICAL SYSTEMS INC,Biodex,Thyroid Uptake Systems,Nuclear Medicine,ATOMLAB 930,Atomlab 930,66936
CHRISTIANA,14202420,769649.0,ALARIS MEDICAL SYSTEMS INC SUB CARDINAL HEALTH INC,Alaris Medical Systems,"Infusion Pumps, General-Purpose (PCU)",Infusion Pumps,8015 ALARIS PC,PC 8015,59182
CHRISTIANA,14847943,769649.0,ALARIS MEDICAL SYSTEMS INC SUB CARDINAL HEALTH INC,Alaris Medical Systems,"Infusion Pumps, General-Purpose (PCU)",Infusion Pumps,8015 ALARIS PC,PC 8015,64970
CHRISTIANA,14224468,769649.0,ALARIS MEDICAL SYSTEMS INC SUB CARDINAL HEALTH INC,Alaris Medical Systems,"Infusion Pumps, General-Purpose (PCU)",Infusion Pumps,8015 ALARIS PC,PC 8015,56010
CHRISTIANA,DYRH7047,739137.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic, Vascular",Ultrasound,Site-Rite 6 Ultrasound System 9770060,Site-Rite VI,40514
CHRISTIANA,DYZD7006,739137.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic, Vascular",Ultrasound,Site-Rite 6 Ultrasound System 9770060,Site-Rite VI,57395
CHRISTIANA,DYXI7012,739137.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic, Vascular",Ultrasound,Site-Rite 6 Ultrasound System 9770060,Site-Rite VI,52752
CHRISTIANA,DYXI7007,739137.0,BARD ACCESS SYSTEMS DIV C R BARD INC,Bard,"Scanning Systems, Ultrasonic, Vascular",Ultrasound,Site-Rite 6 Ultrasound System 9770060,Site-Rite VI,52751
CHRISTIANA,A03552,759192.0,ARTHROCARE CORP,Arthrocare,"Electrosurgical Units, Bipolar",Surgery,Arthrocare Sistema Atlas,Atlas,34736
CHRISTIANA,A02847,759192.0,ARTHROCARE CORP,Arthrocare,"Electrosurgical Units, Bipolar",Surgery,Arthrocare Sistema Atlas,Atlas,37201
CHRISTIANA,A03867,759192.0,ARTHROCARE CORP,Arthrocare,"Electrosurgical Units, Bipolar",Surgery,Arthrocare Sistema Atlas,Atlas,36305
CHRISTIANA,A03879,759192.0,ARTHROCARE CORP,Arthrocare,"Electrosurgical Units, Bipolar",Surgery,Arthrocare Sistema Atlas,Atlas,36306
CHRISTIANA,9L0250005,758489.0,BOEKEL INDUSTRIES INC,Boekel Scientific,"Heating Mantles, Laboratory",General Laboratory,BTAL,Bath Laboratory,36836
CHRISTIANA,221521,751791.0,AMERICAN OPTICAL CORP,American Optical,"Microscopes, Light, Laboratory",General Laboratory,ONE-TEN,One-Ten,39014
CHRISTIANA,179731,751791.0,AMERICAN OPTICAL CORP,American Optical,"Microscopes, Light, Laboratory",General Laboratory,ONE-TEN,One-Ten,14004
CHRISTIANA,197508,751791.0,AMERICAN OPTICAL CORP,American Optical,"Microscopes, Light, Laboratory",General Laboratory,ONE-TEN,One-Ten,12964
CHRISTIANA,179710,751791.0,AMERICAN OPTICAL CORP,American Optical,"Microscopes, Light, Laboratory",General Laboratory,ONE-TEN,One-Ten,14002
CHRISTIANA,8448,752887.0,BURTON CO,Burton,"Lights, Examination",Surgery,31501,31501,31506
CHRISTIANA,SN6272073,752887.0,BURTON CO,Burton,"Lights, Examination",Surgery,31501,31501,51708
CHRISTIANA,SN6272074,752887.0,BURTON CO,Burton,"Lights, Examination",Surgery,31501,31501,51707
CHRISTIANA,SN6272072,752887.0,BURTON CO,Burton,"Lights, Examination",Surgery,31501,31501,51709
CHRISTIANA,5275028,752887.0,BURTON CO,Burton,"Lights, Examination",Surgery,31501,31501,62095
CHRISTIANA,90585,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,45976
CHRISTIANA,71941,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,45978
CHRISTIANA,F02624,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,28877
CHRISTIANA,53224,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,45979
CHRISTIANA,101559,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,28892
CHRISTIANA,112364,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,102195
CHRISTIANA,50089,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,34855
CHRISTIANA,54874,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,64272
CHRISTIANA,76087,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,68493
CHRISTIANA,65058,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,62677
CHRISTIANA,16179,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,28881
CHRISTIANA,14059,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,42675
CHRISTIANA,113484,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,29589
CHRISTIANA,64232,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,62306
CHRISTIANA,74419,743096.0,ARIZANT INC,Arizant Healthcare,"Warming Units, Blood/Intravenous Solution",General Biomedical,Ranger Blood/Fluid Warming System 245,Ranger 245,67643
